Filename,Label,Species
20160928-140314-0.jpg,0,Chinee apple
20160928-140337-0.jpg,0,Chinee apple
20160928-140731-0.jpg,0,Chinee apple
20160928-140747-0.jpg,0,Chinee apple
20160928-141107-0.jpg,0,Chinee apple
20160928-141135-0.jpg,0,Chinee apple
20160928-141355-0.jpg,0,Chinee apple
20160928-141421-0.jpg,0,Chinee apple
20160928-141437-0.jpg,0,Chinee apple
20160928-142056-0.jpg,0,Chinee apple
20160928-142103-0.jpg,0,Chinee apple
20160928-142110-0.jpg,0,Chinee apple
20161207-110730-0.jpg,0,Chinee apple
20161207-110753-0.jpg,0,Chinee apple
20161207-110822-0.jpg,0,Chinee apple
20161207-110837-0.jpg,0,Chinee apple
20161207-110850-0.jpg,0,Chinee apple
20161207-110901-0.jpg,0,Chinee apple
20161207-110913-0.jpg,0,Chinee apple
20161207-111001-0.jpg,0,Chinee apple
20161207-111013-0.jpg,0,Chinee apple
20161207-111058-0.jpg,0,Chinee apple
20161207-111112-0.jpg,0,Chinee apple
20161207-111122-0.jpg,0,Chinee apple
20161207-111134-0.jpg,0,Chinee apple
20161207-111143-0.jpg,0,Chinee apple
20161207-111159-0.jpg,0,Chinee apple
20161207-111232-0.jpg,0,Chinee apple
20161207-111246-0.jpg,0,Chinee apple
20161207-111317-0.jpg,0,Chinee apple
20161207-111327-0.jpg,0,Chinee apple
20161207-111342-0.jpg,0,Chinee apple
20161207-111352-0.jpg,0,Chinee apple
20161207-111440-0.jpg,0,Chinee apple
20161207-111508-0.jpg,0,Chinee apple
20161207-111539-0.jpg,0,Chinee apple
20161207-111555-0.jpg,0,Chinee apple
20161207-111609-0.jpg,0,Chinee apple
20161207-111620-0.jpg,0,Chinee apple
20161207-111654-0.jpg,0,Chinee apple
20161207-111718-0.jpg,0,Chinee apple
20161207-111744-0.jpg,0,Chinee apple
20161207-111813-0.jpg,0,Chinee apple
20161207-111850-0.jpg,0,Chinee apple
20161207-111903-0.jpg,0,Chinee apple
20161207-111917-0.jpg,0,Chinee apple
20161207-111955-0.jpg,0,Chinee apple
20161207-112006-0.jpg,0,Chinee apple
20161207-112015-0.jpg,0,Chinee apple
20161207-112029-0.jpg,0,Chinee apple
20161207-112158-0.jpg,0,Chinee apple
20161207-112245-0.jpg,0,Chinee apple
20161207-112255-0.jpg,0,Chinee apple
20161207-112452-0.jpg,0,Chinee apple
20161207-144824-0.jpg,0,Chinee apple
20161207-144902-0.jpg,0,Chinee apple
20161207-144946-0.jpg,0,Chinee apple
20161207-145017-0.jpg,0,Chinee apple
20161207-145147-0.jpg,0,Chinee apple
20170207-153439-0.jpg,0,Chinee apple
20170207-153455-0.jpg,0,Chinee apple
20170207-153521-0.jpg,0,Chinee apple
20170207-153601-0.jpg,0,Chinee apple
20170207-153656-0.jpg,0,Chinee apple
20170207-153745-0.jpg,0,Chinee apple
20170207-153756-0.jpg,0,Chinee apple
20170207-153815-0.jpg,0,Chinee apple
20170207-153840-0.jpg,0,Chinee apple
20170207-153849-0.jpg,0,Chinee apple
20170207-153903-0.jpg,0,Chinee apple
20170207-153930-0.jpg,0,Chinee apple
20170207-154046-0.jpg,0,Chinee apple
20170207-154209-0.jpg,0,Chinee apple
20170207-154442-0.jpg,0,Chinee apple
20170207-154504-0.jpg,0,Chinee apple
20170207-154611-0.jpg,0,Chinee apple
20170207-154622-0.jpg,0,Chinee apple
20170207-154653-0.jpg,0,Chinee apple
20170207-154732-0.jpg,0,Chinee apple
20170207-154845-0.jpg,0,Chinee apple
20170207-155012-0.jpg,0,Chinee apple
20170207-155146-0.jpg,0,Chinee apple
20170207-155207-0.jpg,0,Chinee apple
20170207-155248-0.jpg,0,Chinee apple
20170207-155334-0.jpg,0,Chinee apple
20170207-155423-0.jpg,0,Chinee apple
20170210-131711-0.jpg,0,Chinee apple
20170210-131731-0.jpg,0,Chinee apple
20170210-131804-0.jpg,0,Chinee apple
20170210-131822-0.jpg,0,Chinee apple
20170210-131836-0.jpg,0,Chinee apple
20170210-131846-0.jpg,0,Chinee apple
20170210-131858-0.jpg,0,Chinee apple
20170210-131923-0.jpg,0,Chinee apple
20170210-131933-0.jpg,0,Chinee apple
20170210-131942-0.jpg,0,Chinee apple
20170210-132012-0.jpg,0,Chinee apple
20170210-132033-0.jpg,0,Chinee apple
20170210-132050-0.jpg,0,Chinee apple
20170210-132125-0.jpg,0,Chinee apple
20170210-132204-0.jpg,0,Chinee apple
20170210-132214-0.jpg,0,Chinee apple
20170210-132219-0.jpg,0,Chinee apple
20170210-132220-0.jpg,0,Chinee apple
20170210-132221-0.jpg,0,Chinee apple
20170210-132227-0.jpg,0,Chinee apple
20170210-132249-0.jpg,0,Chinee apple
20170210-132252-0.jpg,0,Chinee apple
20170210-132301-0.jpg,0,Chinee apple
20170210-132316-0.jpg,0,Chinee apple
20170210-132327-0.jpg,0,Chinee apple
20170210-132343-0.jpg,0,Chinee apple
20170210-132355-0.jpg,0,Chinee apple
20170210-132406-0.jpg,0,Chinee apple
20170210-132412-0.jpg,0,Chinee apple
20170210-132421-0.jpg,0,Chinee apple
20170210-132425-0.jpg,0,Chinee apple
20170210-132455-0.jpg,0,Chinee apple
20170210-132506-0.jpg,0,Chinee apple
20170210-132522-0.jpg,0,Chinee apple
20170210-132528-0.jpg,0,Chinee apple
20170210-132545-0.jpg,0,Chinee apple
20170210-132555-0.jpg,0,Chinee apple
20170210-132606-0.jpg,0,Chinee apple
20170210-132618-0.jpg,0,Chinee apple
20170210-132630-0.jpg,0,Chinee apple
20170210-132642-0.jpg,0,Chinee apple
20170210-132651-0.jpg,0,Chinee apple
20170210-132705-0.jpg,0,Chinee apple
20170210-132719-0.jpg,0,Chinee apple
20170210-132725-0.jpg,0,Chinee apple
20170210-132736-0.jpg,0,Chinee apple
20170210-132741-0.jpg,0,Chinee apple
